id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4139480200,20140618T000000,1384000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244
4139480200,20141209T000000,1400000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244
325059286,20140513T000000,819900.0,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384
3353400435,20140721T000000,230000.0,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518
8078490390,20140729T000000,295000.0,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450
5009600070,20141007T000000,260000.0,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894
200350070,20140602T000000,559900.0,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045
1115300070,20141106T000000,684000.0,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066
7004200060,20141017T000000,309600.0,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991,0,98070,47.3796,-122.49,1660,20000
7852110140,20140718T000000,552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823
5416510830,20140806T000000,300000.0,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091
952003285,20140805T000000,679900.0,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750
3211290370,20140605T000000,463000.0,3,2.5,1640,29970,2.0,0,0,3,7,1640,0,1992,0,98053,47.6359,-121.974,1580,28399
8856950070,20141210T000000,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168
925059078,20140819T000000,604950.0,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363
723099065,20150130T000000,465000.0,3,2.0,1840,40438,2.0,0,0,3,7,1840,0,1994,0,98045,47.4853,-121.709,1380,44049
6116500075,20150326T000000,673000.0,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449
1118500030,20141001T000000,810000.0,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455
6838700060,20141204T000000,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220
7683900200,20141223T000000,380000.0,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721
8155830060,20140811T000000,297000.0,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1994,0,98056,47.5038,-122.189,1650,7625
98020310,20140520T000000,730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447
1545804860,20141027T000000,275000.0,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500
808300310,20150313T000000,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930
713500030,20140728T000000,1350000.0,5,3.5,4800,14984,2.0,0,2,3,11,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009
1223039290,20140905T000000,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000
4047200695,20140618T000000,330000.0,3,2.5,1600,26977,2.0,0,0,3,8,1600,0,2005,0,98019,47.7736,-121.901,1790,27743
9126100861,20150306T000000,557000.0,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543
1151100070,20150224T000000,437000.0,3,2.5,1750,22357,2.0,0,0,3,8,1750,0,1994,0,98045,47.4807,-121.779,2430,22357
8856950240,20140618T000000,322500.0,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.032,1820,7107
9385200055,20140912T000000,650000.0,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352
7821200390,20140806T000000,450000.0,3,2.0,1290,1213,3.0,0,0,3,8,1290,0,2001,0,98103,47.6609,-122.344,1290,3235
8078520310,20150417T000000,278500.0,3,2.0,1570,5250,1.0,0,0,3,7,1570,0,1998,0,98092,47.3163,-122.188,1570,5250
1565950030,20150427T000000,364950.0,4,2.5,1930,6957,2.0,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996
6700400140,20150318T000000,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134
2422029094,20140716T000000,517534.0,2,1.0,833,143947,1.0,0,0,3,5,833,0,2006,0,98070,47.3889,-122.482,1380,143947
1525200060,20140723T000000,577500.0,3,2.5,2000,7251,2.0,0,0,3,9,2000,0,1995,0,98034,47.7067,-122.2,2450,8118
8724300030,20141223T000000,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465
8678500060,20140710T000000,1550000.0,5,4.25,6070,171626,2.0,0,0,3,12,6070,0,1999,0,98024,47.5954,-121.95,4680,211267
1545808560,20150403T000000,245000.0,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1996,0,98038,47.3592,-122.046,1850,8140
305500140,20150512T000000,365000.0,3,2.5,2200,4052,2.0,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082
5468750060,20141028T000000,328500.0,4,3.0,2290,8250,2.0,0,0,3,9,2290,0,1990,0,98042,47.3739,-122.156,2290,8250
646910160,20140903T000000,237000.0,3,2.5,1490,2138,2.0,0,0,3,7,1490,0,2005,0,98055,47.4324,-122.197,1490,2094
8564950390,20140919T000000,525000.0,4,2.5,2450,5280,2.0,0,0,3,8,2450,0,2003,0,98011,47.7734,-122.224,2300,4674
11500890,20150312T000000,843000.0,3,2.5,3130,8750,2.0,0,0,3,10,3130,0,1991,0,98052,47.6954,-122.103,2860,9003
9528102772,20140708T000000,438000.0,2,2.0,1270,1372,3.0,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090
2024069128,20141110T000000,1030000.0,3,2.5,3545,9816,1.0,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704
7702010030,20140520T000000,551000.0,3,2.5,2830,5802,2.0,0,0,3,9,2830,0,2001,0,98028,47.7605,-122.234,2500,5788
1529200340,20150108T000000,496500.0,3,2.5,2260,3640,2.0,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710
6154500070,20140626T000000,1050000.0,4,3.5,3450,7832,2.0,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567
2621760350,20141015T000000,325000.0,4,2.5,1850,7324,2.0,0,0,3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329
4123840310,20150106T000000,342500.0,3,2.5,1810,5192,2.0,0,0,3,8,1810,0,1993,0,98038,47.3724,-122.042,1810,6200
8651611170,20150213T000000,868700.0,3,4.25,3840,6161,2.0,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709
8651610890,20141014T000000,1150000.0,4,3.25,4190,10259,2.0,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919
1853080570,20140811T000000,859900.0,4,2.75,3390,6298,2.0,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111
3629920030,20140808T000000,520000.0,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000
1604602050,20140711T000000,460000.0,3,2.5,1610,2527,2.0,0,2,3,9,1080,530,2005,0,98118,47.5674,-122.29,1610,4173
5466000030,20140603T000000,328500.0,3,2.5,1950,8130,2.0,0,0,4,9,1950,0,1990,0,98042,47.3875,-122.161,2350,7691
2625069070,20150410T000000,1385000.0,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319
9286000240,20140711T000000,1067000.0,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793
8691370400,20141216T000000,699900.0,4,2.75,2810,7302,2.0,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302
9828702519,20140512T000000,490000.0,2,2.5,1230,1391,2.0,0,0,3,8,870,360,2004,0,98112,47.6192,-122.301,1240,1350
7852030960,20141106T000000,437500.0,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816
7852170140,20150510T000000,650000.0,4,2.5,3180,5438,2.0,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335
1245002952,20141015T000000,1197350.0,4,2.5,2770,7800,2.0,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000
5379805885,20140521T000000,240000.0,2,1.75,1330,7200,1.0,0,0,3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682
3885805665,20140612T000000,1485000.0,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,2006,0,98033,47.6821,-122.196,2160,7200
5126310400,20150305T000000,480000.0,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
7322910030,20140721T000000,1095000.0,5,3.5,4410,57063,2.0,0,0,4,9,4410,0,1990,0,98053,47.6554,-122.018,2900,50529
925059288,20150507T000000,750000.0,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.173,2080,8615
1923069078,20140805T000000,890000.0,4,3.25,3180,194278,2.0,0,0,3,10,3180,0,2005,0,98059,47.4711,-122.084,2200,178160
726049331,20150326T000000,515000.0,5,3.0,2530,5105,1.0,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011
7202331420,20140620T000000,650000.0,4,2.5,3040,6587,2.0,0,0,3,7,3040,0,2003,0,98053,47.683,-122.039,2740,6587
3225079035,20140618T000000,1600000.0,6,5.0,6050,230652,2.0,0,3,3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971
5466410030,20150410T000000,249000.0,3,2.0,1360,6082,1.0,0,0,3,7,1360,0,1994,0,98042,47.3577,-122.16,1360,6987
9485740340,20150310T000000,346900.0,4,2.5,1970,5106,2.0,0,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109
2270000070,20141030T000000,280000.0,4,2.5,1560,4350,2.0,0,0,3,7,1560,0,2003,0,98056,47.5025,-122.186,1560,4350
4139400710,20140523T000000,782000.0,4,2.5,2380,9614,2.0,0,0,4,10,2380,0,1991,0,98006,47.5623,-122.116,2560,9770
7899800860,20150319T000000,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928
4309710240,20140722T000000,725000.0,4,2.5,2990,29170,2.0,0,3,3,9,2990,0,1999,0,98059,47.5146,-122.117,3715,29170
8648100200,20141027T000000,331500.0,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103
6431500140,20141217T000000,880000.0,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,2014,0,98103,47.6935,-122.352,1630,7995
2725069050,20140613T000000,863000.0,4,2.5,4120,22370,2.0,0,0,3,10,4120,0,1997,0,98074,47.6239,-122.023,3180,7257
7203102050,20140728T000000,435000.0,3,2.5,1840,5680,2.0,0,0,3,7,1840,0,2008,0,98053,47.6969,-122.026,1600,4697
5104510270,20140718T000000,338900.0,4,2.5,1830,5612,2.0,0,0,3,7,1830,0,2003,0,98038,47.3572,-122.015,1830,5998
98020350,20150123T000000,720000.0,4,4.0,3200,7708,2.0,0,0,3,10,3200,0,2004,0,98075,47.5816,-121.97,3480,7944
8669160310,20141209T000000,266000.0,3,2.5,1805,3402,2.0,0,0,3,7,1805,0,2009,0,98002,47.3521,-122.212,2095,3402
1526069135,20141211T000000,930000.0,4,4.0,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504
1088650310,20150127T000000,530000.0,4,2.5,2320,5493,2.0,0,0,3,8,2320,0,2004,0,98028,47.7727,-122.229,2450,5471
7853240200,20140516T000000,619000.0,3,2.5,2720,6439,2.0,0,0,3,9,2720,0,2005,0,98065,47.5422,-121.86,3180,7320
2781280390,20150324T000000,290000.0,3,2.5,1610,2937,2.0,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
9542830350,20140902T000000,296000.0,4,2.5,1780,3600,2.0,0,0,3,7,1780,0,2006,0,98038,47.3665,-122.017,2020,3802
1123049053,20150213T000000,360000.0,4,2.5,1840,9611,2.0,0,0,3,7,1840,0,1996,0,98178,47.4964,-122.251,1830,8505
8018600765,20140604T000000,240500.0,3,1.75,1460,10584,1.0,0,0,3,7,990,470,1997,0,98168,47.492,-122.317,1220,12012
3278600240,20140722T000000,372500.0,2,2.5,1400,2958,2.0,0,0,3,8,1400,0,2007,0,98126,47.5496,-122.373,1540,2385
7846200070,20141002T000000,595000.0,3,2.5,3370,14402,2.0,0,2,3,9,3370,0,2004,0,98045,47.5008,-121.776,3330,9691
662310400,20141017T000000,515000.0,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995
8682250350,20141009T000000,507000.0,2,1.75,1670,6460,1.0,0,0,3,8,1670,0,2004,0,98053,47.7123,-122.027,2170,6254
4233400340,20140820T000000,185000.0,3,1.75,1430,10816,2.0,0,0,3,7,1430,0,1994,0,98010,47.3122,-121.996,1560,10816
6865200444,20140505T000000,531000.0,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800
1796380960,20141126T000000,223000.0,3,2.0,1670,6824,1.0,0,0,3,7,1300,370,1990,0,98042,47.3666,-122.084,1660,7586
5631500868,20150417T000000,590000.0,4,3.5,3100,15842,2.0,0,0,3,8,2400,700,1996,0,98028,47.7466,-122.242,2200,19400
3126049411,20141209T000000,340000.0,2,2.5,1100,1760,3.0,0,0,3,7,1100,0,1997,0,98103,47.6972,-122.35,1200,1415
3905040800,20140925T000000,533600.0,3,2.5,1930,5080,2.0,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085
4379400260,20140610T000000,695000.0,3,2.75,2540,4694,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344
7548300731,20140808T000000,559950.0,3,2.5,1660,1458,3.0,0,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784
7212652180,20140701T000000,314500.0,3,2.0,2050,13303,1.0,0,0,3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590
9385200045,20150512T000000,729500.0,3,2.5,1660,1091,3.0,0,1,3,9,1530,130,2015,0,98116,47.5818,-122.402,1510,1352
7852180340,20140930T000000,430000.0,3,2.5,2360,6699,2.0,0,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744
7849202231,20140723T000000,337000.0,3,2.5,1470,3976,2.0,0,0,3,7,1470,0,1999,0,98065,47.526,-121.826,1490,4400
5196410260,20150422T000000,1000000.0,3,2.5,3180,10492,2.0,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812
259900160,20150102T000000,748000.0,4,3.5,2770,3330,2.0,0,0,3,8,1970,800,2001,0,98052,47.6327,-122.109,2180,3380
6798100662,20140527T000000,312000.0,3,1.5,1255,1374,3.0,0,0,3,7,1255,0,2004,0,98125,47.7145,-122.311,1307,1232
6145600041,20140514T000000,306000.0,3,1.5,1220,1086,3.0,0,0,3,8,1220,0,2007,0,98133,47.7049,-122.353,1220,1422
3300701615,20140930T000000,655000.0,4,2.5,2630,4000,3.0,0,0,3,8,2630,0,2002,0,98117,47.6915,-122.381,1640,4000
7852070060,20140731T000000,1145000.0,4,3.5,4370,18361,2.0,0,0,3,11,4370,0,2001,0,98065,47.544,-121.872,4190,13641
5104540240,20140609T000000,609900.0,4,2.5,3190,7399,2.0,0,0,3,10,3190,0,2006,0,98038,47.3558,-122.004,3250,7323
3438500486,20141016T000000,413000.0,4,3.5,2380,5809,2.0,0,0,4,7,1750,630,1995,0,98106,47.5536,-122.359,1620,5775
2346200030,20150105T000000,802541.0,5,2.75,2990,6768,2.0,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768
1321710030,20140519T000000,320000.0,3,2.5,2680,7757,2.0,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231
7853290030,20150311T000000,507000.0,4,2.5,2730,7649,2.0,0,0,3,7,2730,0,2006,0,98065,47.5441,-121.882,2730,6216
3121500340,20140712T000000,690000.0,4,2.5,2900,23488,2.0,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589
